Date,transaction_statement,Credit,Debit,Balance,user_id,table_id,sl_no
2025-03-07,Electricity Bill,0.0,5677.09,940026.49,2,51,397
2025-12-04,UPI Transfer,6251.87,0.0,829871.82,2,51,398
2025-08-25,Cash Deposit,0.0,7379.81,700825.34,2,51,399
2025-07-27,Fuel Payment,6344.35,0.0,711396.13,2,51,400
2025-08-01,ATM Withdrawal,0.0,1710.67,730436.52,2,51,401
2025-10-23,Salary Credit,11643.23,0.0,834833.3,2,51,402
2025-04-03,Cash Deposit,0.0,4170.19,1011045.13,2,51,403
2025-09-09,Loan EMI,7905.56,0.0,742375.0,2,51,404
2025-10-17,Duplicate ATM Withdrawal,0.0,113529.83,-1227957.02,2,51,405
2025-08-26,Duplicate ATM Withdrawal,0.0,125987.71,-972011.76,2,51,406
2025-10-31,Loan EMI,0.0,6627.93,791572.24,2,51,407
2025-12-17,UPI Transfer,0.0,13528.02,795713.02,2,51,408
2025-09-27,Restaurant Bill,6376.7,0.0,803601.63,2,51,409
2025-07-21,IMPS Payment,0.0,3858.85,623974.5,2,51,410
2025-06-11,Mobile Recharge,24606.43,0.0,574082.97,2,51,411
2025-02-13,Loan EMI,0.0,148.36,111332.03,2,51,412
2025-08-06,Mobile Recharge,0.0,12769.37,708336.12,2,51,413
2025-02-06,Cash Deposit,24726.11,0.0,806548.03,2,51,414
2025-07-10,Grocery Purchase,12461.62,0.0,608644.84,2,51,415
2025-11-06,Loan EMI,12710.2,0.0,870908.8,2,51,416
2025-09-17,UPI Transfer,0.0,1203.82,732850.68,2,51,417
2025-04-16,IMPS Payment,0.0,13983.16,336826.76,2,51,418
2025-02-23,Restaurant Bill,24460.62,0.0,156813.77,2,51,419
2025-01-25,Loan EMI,0.0,8851.37,728410.59,2,51,420
2025-01-02,Loan EMI,5968.66,0.0,57081.42,2,51,421
2025-03-18,Salary Credit,21258.23,0.0,952584.21,2,51,422
2025-06-29,Duplicate ATM Withdrawal,0.0,145822.33,106124.35,2,51,423
2025-02-19,Fuel Payment,15174.14,0.0,130181.72,2,51,424
2025-02-24,Fuel Payment,0.0,10714.78,890091.02,2,51,425
2025-03-22,Online Shopping,0.0,3284.83,212699.33,2,51,426
2025-07-25,Insurance Premium,18978.71,0.0,683990.67,2,51,427
2025-02-04,Electricity Bill,0.0,5493.75,127919.06,2,51,428
2025-09-21,Online Shopping,19504.49,0.0,769376.07,2,51,429
2025-03-04,Travel Booking,10638.43,0.0,943587.23,2,51,430
2025-01-02,Loan EMI,14699.56,0.0,815250.68,2,51,431
2025-04-02,Medical Expense,0.0,1886.31,302703.7,2,51,432
2025-12-06,IMPS Payment,11132.3,0.0,826042.47,2,51,433
2025-04-19,Electricity Bill,24171.89,0.0,1095180.45,2,51,434
2025-02-22,Fuel Payment,2598.51,0.0,132353.15,2,51,435
2025-12-12,IMPS Payment,4664.6,0.0,824382.07,2,51,436
2025-09-22,Grocery Purchase,0.0,13636.72,755739.35,2,51,437
2025-08-30,Restaurant Bill,0.0,7151.58,720026.71,2,51,438
2025-01-14,Medical Expense,0.0,8089.8,93272.41,2,51,439
2025-11-12,Cash Deposit,0.0,5164.14,875944.92,2,51,440
2025-03-30,Restaurant Bill,1893.55,0.0,266189.41,2,51,441
2025-01-23,Restaurant Bill,6252.6,0.0,727240.14,2,51,442
2025-10-01,Fuel Payment,0.0,10574.51,786404.21,2,51,443
2025-06-16,Insurance Premium,19571.3,0.0,639726.78,2,51,444
2025-11-25,Travel Booking,0.0,13058.53,842042.22,2,51,445
2025-06-05,Unexpected Large Credit,713993.83,0.0,1406225.44,2,51,446
2025-05-15,Grocery Purchase,10262.42,0.0,514344.67,2,51,447
2025-11-03,IMPS Payment,14030.16,0.0,821582.83,2,51,448
2025-09-19,Duplicate ATM Withdrawal,0.0,61402.66,995500.32,2,51,449
2025-11-16,Restaurant Bill,0.0,5242.35,832805.61,2,51,450
2025-09-01,Fuel Payment,0.0,5341.98,708244.72,2,51,451
2025-02-24,Fuel Payment,3645.59,0.0,160459.36,2,51,452
2025-12-30,Loan EMI,0.0,10198.69,776590.18,2,51,453
2025-02-20,Salary Credit,3240.76,0.0,133422.48,2,51,454
2025-04-02,Fuel Payment,0.0,7336.36,1015215.32,2,51,455
2025-06-24,Loan EMI,0.0,13468.4,611287.63,2,51,456
2025-03-22,Grocery Purchase,0.0,531.4,985938.32,2,51,457
2025-07-09,Loan EMI,0.0,8119.49,596183.22,2,51,458
2025-02-16,Duplicate ATM Withdrawal,0.0,109407.98,1919435.16,2,51,459
2025-07-07,Salary Credit,0.0,7207.0,615629.49,2,51,460
2025-06-19,Cash Deposit,11683.31,0.0,670762.53,2,51,461
2025-02-28,Restaurant Bill,0.0,6627.69,164323.8,2,51,462
2025-02-18,Cash Deposit,13714.79,0.0,115007.58,2,51,463
2025-12-11,Mobile Recharge,13513.57,0.0,819717.47,2,51,464
2025-08-24,Loan EMI,2597.52,0.0,708205.15,2,51,465
2025-09-10,ATM Withdrawal,7220.63,0.0,749595.63,2,51,466
2025-01-22,Loan EMI,16919.29,0.0,99407.42,2,51,467
2025-11-10,Mobile Recharge,0.0,2940.09,859440.4,2,51,468
2025-04-05,Mobile Recharge,0.0,10205.45,1009796.41,2,51,469
2025-06-10,ATM Withdrawal,4110.17,0.0,549476.54,2,51,470
2025-10-04,Restaurant Bill,10915.9,0.0,802822.4,2,51,471
2025-03-20,Travel Booking,20276.92,0.0,971049.34,2,51,472
2025-07-11,Online Shopping,0.0,7336.07,601308.77,2,51,473
2025-01-21,ATM Withdrawal,1611.0,0.0,735926.86,2,51,474
2025-10-21,Loan EMI,8580.19,0.0,827584.52,2,51,475
2025-02-18,IMPS Payment,0.0,7747.25,878506.48,2,51,476
2025-12-10,Electricity Bill,0.0,5685.13,806203.9,2,51,477
2025-09-15,Fuel Payment,0.0,14121.85,713412.67,2,51,478
2025-11-05,IMPS Payment,11805.47,0.0,858198.6,2,51,479
2025-05-30,Restaurant Bill,0.0,10488.41,509288.18,2,51,480
2025-05-11,ATM Withdrawal,9872.27,0.0,506844.79,2,51,481
2025-06-01,Medical Expense,0.0,10192.04,504296.22,2,51,482
2025-12-26,Loan EMI,22810.12,0.0,814319.88,2,51,483
2025-04-10,Insurance Premium,2294.89,0.0,325643.18,2,51,484
2025-01-08,Grocery Purchase,0.0,14514.02,775461.65,2,51,485
2025-03-29,Restaurant Bill,14812.35,0.0,264295.86,2,51,486
2025-04-04,IMPS Payment,8956.73,0.0,1020001.86,2,51,487
2025-11-27,Electricity Bill,0.0,328.68,840127.84,2,51,488
2025-08-03,Loan EMI,0.0,6010.15,715747.0,2,51,489
2025-04-12,Restaurant Bill,3665.05,0.0,1039674.41,2,51,490
2025-05-02,Insurance Premium,22523.65,0.0,411520.59,2,51,491
2025-10-20,Duplicate ATM Withdrawal,0.0,68823.95,3493176.77,2,51,492
2025-01-21,Salary Credit,0.0,2523.55,82488.13,2,51,493
2025-07-08,Travel Booking,0.0,11326.78,604302.71,2,51,494
2025-03-13,Loan EMI,1985.01,0.0,190089.77,2,51,495
2025-04-17,Medical Expense,6979.42,0.0,343806.18,2,51,496
2025-09-28,Online Shopping,4335.05,0.0,807936.68,2,51,497
2025-12-15,Grocery Purchase,11798.17,0.0,813145.41,2,51,498
2025-03-12,Online Shopping,0.0,10083.2,934300.17,2,51,499
2025-04-13,Travel Booking,0.0,2450.43,343161.27,2,51,500
