text,category,clean_text
netflix PAYMENT,Subscription,netflix
UPI PAYMENT netflix,Subscription,netflix
UPI PAYMENT netflix,Subscription,netflix
netflix INDIA,Subscription,netflix
netflix INDIA,Subscription,netflix
TRANSFER netflix,Subscription,netflix
TRANSFER netflix,Subscription,netflix
netflix,Subscription,netflix
netflix,Subscription,netflix
UPI/spotify/12345,Subscription,spotify
UPI/spotify/12345,Subscription,spotify
IMPS/spotify/98765,Subscription,spotify
IMPS/spotify/98765,Subscription,spotify
spotify LIMITED,Subscription,spotify
spotify LIMITED,Subscription,spotify
spotify PAYMENT,Subscription,spotify
spotify PAYMENT,Subscription,spotify
UPI PAYMENT spotify,Subscription,spotify
UPI PAYMENT spotify,Subscription,spotify
spotify INDIA,Subscription,spotify
spotify INDIA,Subscription,spotify
TRANSFER spotify,Subscription,spotify
TRANSFER spotify,Subscription,spotify
spotify,Subscription,spotify
spotify,Subscription,spotify
UPI/amazon prime/12345,Subscription,amazon prime
UPI/mazonprime/12345,Subscription,mazonprime
IMPS/amazon prime/98765,Subscription,amazon prime
IMPS/mazonprime/98765,Subscription,mazonprime
amazon prime LIMITED,Subscription,amazon prime
mazonprime LIMITED,Subscription,mazonprime
amazon prime PAYMENT,Subscription,amazon prime
mazonprime PAYMENT,Subscription,mazonprime
UPI PAYMENT amazon prime,Subscription,amazon prime
UPI PAYMENT mazonprime,Subscription,mazonprime
amazon prime INDIA,Subscription,amazon prime
mazonprime INDIA,Subscription,mazonprime
TRANSFER amazon prime,Subscription,amazon prime
TRANSFER mazonprime,Subscription,mazonprime
amazon prime,Subscription,amazon prime
mazonprime,Subscription,mazonprime
UPI/hotstar/12345,Subscription,hotstar
UPI/hotstr/12345,Subscription,hotstr
IMPS/hotstar/98765,Subscription,hotstar
IMPS/hotstr/98765,Subscription,hotstr
hotstar LIMITED,Subscription,hotstar
hotstr LIMITED,Subscription,hotstr
hotstar PAYMENT,Subscription,hotstar
hotstr PAYMENT,Subscription,hotstr
UPI PAYMENT hotstar,Subscription,hotstar
UPI PAYMENT hotstr,Subscription,hotstr
hotstar INDIA,Subscription,hotstar
hotstr INDIA,Subscription,hotstr
TRANSFER hotstar,Subscription,hotstar
TRANSFER hotstr,Subscription,hotstr
hotstar,Subscription,hotstar
hotstr,Subscription,hotstr
UPI/hoichoi/12345,Subscription,hoichoi
UPI/hoichoi/12345,Subscription,hoichoi
IMPS/hoichoi/98765,Subscription,hoichoi
IMPS/hoichoi/98765,Subscription,hoichoi
hoichoi LIMITED,Subscription,hoichoi
hoichoi LIMITED,Subscription,hoichoi
hoichoi PAYMENT,Subscription,hoichoi
hoichoi PAYMENT,Subscription,hoichoi
UPI PAYMENT hoichoi,Subscription,hoichoi
UPI PAYMENT hoichoi,Subscription,hoichoi
hoichoi INDIA,Subscription,hoichoi
hoichoi INDIA,Subscription,hoichoi
TRANSFER hoichoi,Subscription,hoichoi
TRANSFER hoichoi,Subscription,hoichoi
hoichoi,Subscription,hoichoi
hoichoi,Subscription,hoichoi
UPI/sonyliv/12345,Subscription,sonyliv
UPI/sonyliv/12345,Subscription,sonyliv
IMPS/sonyliv/98765,Subscription,sonyliv
IMPS/sonyliv/98765,Subscription,sonyliv
sonyliv LIMITED,Subscription,sonyliv
sonyliv LIMITED,Subscription,sonyliv
sonyliv PAYMENT,Subscription,sonyliv
sonyliv PAYMENT,Subscription,sonyliv
UPI PAYMENT sonyliv,Subscription,sonyliv
UPI PAYMENT sonyliv,Subscription,sonyliv
sonyliv INDIA,Subscription,sonyliv
sonyliv INDIA,Subscription,sonyliv
TRANSFER sonyliv,Subscription,sonyliv
TRANSFER sonyliv,Subscription,sonyliv
sonyliv,Subscription,sonyliv
sonyliv,Subscription,sonyliv
UPI/zee5/12345,Subscription,zee
UPI/zee5/12345,Subscription,zee
IMPS/zee5/98765,Subscription,zee
IMPS/zee5/98765,Subscription,zee
zee5 LIMITED,Subscription,zee
zee5 LIMITED,Subscription,zee
zee5 PAYMENT,Subscription,zee
zee5 PAYMENT,Subscription,zee
UPI PAYMENT zee5,Subscription,zee
UPI PAYMENT zee5,Subscription,zee
zee5 INDIA,Subscription,zee
zee5 INDIA,Subscription,zee
TRANSFER zee5,Subscription,zee
TRANSFER zee5,Subscription,zee
zee5,Subscription,zee
zee5,Subscription,zee
UPI/jiocinema/12345,Subscription,jiocinema
UPI/jiocinem/12345,Subscription,jiocinem
IMPS/jiocinema/98765,Subscription,jiocinema
IMPS/jiocinem/98765,Subscription,jiocinem
jiocinema LIMITED,Subscription,jiocinema
jiocinem LIMITED,Subscription,jiocinem
jiocinema PAYMENT,Subscription,jiocinema
jiocinem PAYMENT,Subscription,jiocinem
UPI PAYMENT jiocinema,Subscription,jiocinema
UPI PAYMENT jiocinem,Subscription,jiocinem
jiocinema INDIA,Subscription,jiocinema
jiocinem INDIA,Subscription,jiocinem
TRANSFER jiocinema,Subscription,jiocinema
TRANSFER jiocinem,Subscription,jiocinem
jiocinema,Subscription,jiocinema
jiocinem,Subscription,jiocinem
UPI/youtube premium/12345,Subscription,youtube premium
UPI/youtubepremium/12345,Subscription,youtubepremium
IMPS/youtube premium/98765,Subscription,youtube premium
IMPS/youtubepremium/98765,Subscription,youtubepremium
youtube premium LIMITED,Subscription,youtube premium
youtubepremium LIMITED,Subscription,youtubepremium
youtube premium PAYMENT,Subscription,youtube premium
youtubepremium PAYMENT,Subscription,youtubepremium
UPI PAYMENT youtube premium,Subscription,youtube premium
UPI PAYMENT youtubepremium,Subscription,youtubepremium
youtube premium INDIA,Subscription,youtube premium
youtubepremium INDIA,Subscription,youtubepremium
TRANSFER youtube premium,Subscription,youtube premium
TRANSFER youtubepremium,Subscription,youtubepremium
youtube premium,Subscription,youtube premium
youtubepremium,Subscription,youtubepremium
UPI/apple/12345,Subscription,apple
UPI/pple/12345,Subscription,pple
IMPS/apple/98765,Subscription,apple
IMPS/pple/98765,Subscription,pple
apple LIMITED,Subscription,apple
pple LIMITED,Subscription,pple
apple PAYMENT,Subscription,apple
pple PAYMENT,Subscription,pple
UPI PAYMENT apple,Subscription,apple
UPI PAYMENT pple,Subscription,pple
apple INDIA,Subscription,apple
pple INDIA,Subscription,pple
TRANSFER apple,Subscription,apple
TRANSFER pple,Subscription,pple
apple,Subscription,apple
pple,Subscription,pple
UPI/wynk/12345,Subscription,wynk
UPI/wynk/12345,Subscription,wynk
IMPS/wynk/98765,Subscription,wynk
IMPS/wynk/98765,Subscription,wynk
wynk LIMITED,Subscription,wynk
wynk LIMITED,Subscription,wynk
wynk PAYMENT,Subscription,wynk
wynk PAYMENT,Subscription,wynk
UPI PAYMENT wynk,Subscription,wynk
UPI PAYMENT wynk,Subscription,wynk
wynk INDIA,Subscription,wynk
wynk INDIA,Subscription,wynk
TRANSFER wynk,Subscription,wynk
TRANSFER wynk,Subscription,wynk
wynk,Subscription,wynk
wynk,Subscription,wynk
UPI/kindle/12345,Subscription,kindle
UPI/kindle/12345,Subscription,kindle
IMPS/kindle/98765,Subscription,kindle
IMPS/kindle/98765,Subscription,kindle
kindle LIMITED,Subscription,kindle
kindle LIMITED,Subscription,kindle
kindle PAYMENT,Subscription,kindle
kindle PAYMENT,Subscription,kindle
UPI PAYMENT kindle,Subscription,kindle
UPI PAYMENT kindle,Subscription,kindle
kindle INDIA,Subscription,kindle
kindle INDIA,Subscription,kindle
TRANSFER kindle,Subscription,kindle
TRANSFER kindle,Subscription,kindle
kindle,Subscription,kindle
kindle,Subscription,kindle
UPI/salary credit/12345,Income,salary
UPI/slarycredit/12345,Income,slarycredit
IMPS/salary credit/98765,Income,salary
IMPS/slarycredit/98765,Income,slarycredit
salary credit LIMITED,Income,salary
slarycredit LIMITED,Income,slarycredit
salary credit PAYMENT,Income,salary
slarycredit PAYMENT,Income,slarycredit
UPI PAYMENT salary credit,Income,salary
UPI PAYMENT slarycredit,Income,slarycredit
salary credit INDIA,Income,salary
slarycredit INDIA,Income,slarycredit
TRANSFER salary credit,Income,salary
TRANSFER slarycredit,Income,slarycredit
salary credit,Income,salary
slarycredit,Income,slarycredit
UPI/interest credit/12345,Income,interest
UPI/interestcredit/12345,Income,interestcredit
IMPS/interest credit/98765,Income,interest
IMPS/interestcredit/98765,Income,interestcredit
interest credit LIMITED,Income,interest
interestcredit LIMITED,Income,interestcredit
interest credit PAYMENT,Income,interest
interestcredit PAYMENT,Income,interestcredit
UPI PAYMENT interest credit,Income,interest
UPI PAYMENT interestcredit,Income,interestcredit
interest credit INDIA,Income,interest
interestcredit INDIA,Income,interestcredit
TRANSFER interest credit,Income,interest
TRANSFER interestcredit,Income,interestcredit
interest credit,Income,interest
interestcredit,Income,interestcredit
UPI/salary/12345,Income,salary
UPI/slary/12345,Income,slary
IMPS/salary/98765,Income,salary
IMPS/slary/98765,Income,slary
salary LIMITED,Income,salary
slary LIMITED,Income,slary
salary PAYMENT,Income,salary
slary PAYMENT,Income,slary
UPI PAYMENT salary,Income,salary
UPI PAYMENT slary,Income,slary
salary INDIA,Income,salary
slary INDIA,Income,slary
TRANSFER salary,Income,salary
TRANSFER slary,Income,slary
salary,Income,salary
slary,Income,slary
UPI/dividend/12345,Income,dividend
UPI/dividend/12345,Income,dividend
IMPS/dividend/98765,Income,dividend
IMPS/dividend/98765,Income,dividend
dividend LIMITED,Income,dividend
dividend LIMITED,Income,dividend
dividend PAYMENT,Income,dividend
dividend PAYMENT,Income,dividend
UPI PAYMENT dividend,Income,dividend
UPI PAYMENT dividend,Income,dividend
dividend INDIA,Income,dividend
dividend INDIA,Income,dividend
TRANSFER dividend,Income,dividend
TRANSFER dividend,Income,dividend
dividend,Income,dividend
dividend,Income,dividend
UPI/cashback/12345,Income,cashback
UPI/cshback/12345,Income,cshback
IMPS/cashback/98765,Income,cashback
IMPS/cshback/98765,Income,cshback
cashback LIMITED,Income,cashback
cshback LIMITED,Income,cshback
cashback PAYMENT,Income,cashback
cshback PAYMENT,Income,cshback
UPI PAYMENT cashback,Income,cashback
UPI PAYMENT cshback,Income,cshback
cashback INDIA,Income,cashback
cshback INDIA,Income,cshback
TRANSFER cashback,Income,cashback
TRANSFER cshback,Income,cshback
cashback,Income,cashback
cshback,Income,cshback
UPI/reimbursement/12345,Income,reimbursement
UPI/reimbursement/12345,Income,reimbursement
IMPS/reimbursement/98765,Income,reimbursement
IMPS/reimbursement/98765,Income,reimbursement
reimbursement LIMITED,Income,reimbursement
reimbursement LIMITED,Income,reimbursement
reimbursement PAYMENT,Income,reimbursement
reimbursement PAYMENT,Income,reimbursement
UPI PAYMENT reimbursement,Income,reimbursement
UPI PAYMENT reimbursement,Income,reimbursement
reimbursement INDIA,Income,reimbursement
reimbursement INDIA,Income,reimbursement
TRANSFER reimbursement,Income,reimbursement
TRANSFER reimbursement,Income,reimbursement
reimbursement,Income,reimbursement
reimbursement,Income,reimbursement
UPI/rent/12345,Income,rent
UPI/rent/12345,Income,rent
IMPS/rent/98765,Income,rent
IMPS/rent/98765,Income,rent
rent LIMITED,Income,rent
rent LIMITED,Income,rent
rent PAYMENT,Income,rent
rent PAYMENT,Income,rent
UPI PAYMENT rent,Income,rent
UPI PAYMENT rent,Income,rent
rent INDIA,Income,rent
rent INDIA,Income,rent
TRANSFER rent,Income,rent
TRANSFER rent,Income,rent
rent,Income,rent
rent,Income,rent
UPI/pension/12345,Income,pension
UPI/pension/12345,Income,pension
IMPS/pension/98765,Income,pension
IMPS/pension/98765,Income,pension
pension LIMITED,Income,pension
pension LIMITED,Income,pension
pension PAYMENT,Income,pension
pension PAYMENT,Income,pension
UPI PAYMENT pension,Income,pension
UPI PAYMENT pension,Income,pension
pension INDIA,Income,pension
pension INDIA,Income,pension
TRANSFER pension,Income,pension
TRANSFER pension,Income,pension
pension,Income,pension
pension,Income,pension
UPI/refund/12345,Income,refund
UPI/refund/12345,Income,refund
IMPS/refund/98765,Income,refund
IMPS/refund/98765,Income,refund
refund LIMITED,Income,refund
refund LIMITED,Income,refund
refund PAYMENT,Income,refund
refund PAYMENT,Income,refund
UPI PAYMENT refund,Income,refund
UPI PAYMENT refund,Income,refund
refund INDIA,Income,refund
refund INDIA,Income,refund
TRANSFER refund,Income,refund
TRANSFER refund,Income,refund
refund,Income,refund
refund,Income,refund
UPI/bonus/12345,Income,bonus
UPI/bonus/12345,Income,bonus
IMPS/bonus/98765,Income,bonus
IMPS/bonus/98765,Income,bonus
bonus LIMITED,Income,bonus
bonus LIMITED,Income,bonus
bonus PAYMENT,Income,bonus
bonus PAYMENT,Income,bonus
UPI PAYMENT bonus,Income,bonus
UPI PAYMENT bonus,Income,bonus
bonus INDIA,Income,bonus
bonus INDIA,Income,bonus
TRANSFER bonus,Income,bonus
TRANSFER bonus,Income,bonus
bonus,Income,bonus
bonus,Income,bonus
UPI/stipend/12345,Income,stipend
UPI/stipend/12345,Income,stipend
IMPS/stipend/98765,Income,stipend
IMPS/stipend/98765,Income,stipend
stipend LIMITED,Income,stipend
stipend LIMITED,Income,stipend
stipend PAYMENT,Income,stipend
stipend PAYMENT,Income,stipend
UPI PAYMENT stipend,Income,stipend
UPI PAYMENT stipend,Income,stipend
stipend INDIA,Income,stipend
stipend INDIA,Income,stipend
TRANSFER stipend,Income,stipend
TRANSFER stipend,Income,stipend
stipend,Income,stipend
stipend,Income,stipend
UPI/zerodha/12345,Investment,zerodha
UPI/zerodh/12345,Investment,zerodh
IMPS/zerodha/98765,Investment,zerodha
IMPS/zerodh/98765,Investment,zerodh
zerodha LIMITED,Investment,zerodha
zerodh LIMITED,Investment,zerodh
zerodha PAYMENT,Investment,zerodha
zerodh PAYMENT,Investment,zerodh
UPI PAYMENT zerodha,Investment,zerodha
UPI PAYMENT zerodh,Investment,zerodh
zerodha INDIA,Investment,zerodha
zerodh INDIA,Investment,zerodh
TRANSFER zerodha,Investment,zerodha
TRANSFER zerodh,Investment,zerodh
zerodha,Investment,zerodha
zerodh,Investment,zerodh
UPI/groww/12345,Investment,groww
UPI/groww/12345,Investment,groww
IMPS/groww/98765,Investment,groww
IMPS/groww/98765,Investment,groww
groww LIMITED,Investment,groww
groww LIMITED,Investment,groww
groww PAYMENT,Investment,groww
groww PAYMENT,Investment,groww
UPI PAYMENT groww,Investment,groww
UPI PAYMENT groww,Investment,groww
groww INDIA,Investment,groww
groww INDIA,Investment,groww
TRANSFER groww,Investment,groww
TRANSFER groww,Investment,groww
groww,Investment,groww
groww,Investment,groww
UPI/mutual fund/12345,Investment,mutual fund
UPI/mutulfund/12345,Investment,mutulfund
IMPS/mutual fund/98765,Investment,mutual fund
IMPS/mutulfund/98765,Investment,mutulfund
mutual fund LIMITED,Investment,mutual fund
mutulfund LIMITED,Investment,mutulfund
mutual fund PAYMENT,Investment,mutual fund
mutulfund PAYMENT,Investment,mutulfund
UPI PAYMENT mutual fund,Investment,mutual fund
UPI PAYMENT mutulfund,Investment,mutulfund
mutual fund INDIA,Investment,mutual fund
mutulfund INDIA,Investment,mutulfund
TRANSFER mutual fund,Investment,mutual fund
TRANSFER mutulfund,Investment,mutulfund
mutual fund,Investment,mutual fund
mutulfund,Investment,mutulfund
UPI/upstox/12345,Investment,upstox
UPI/upstox/12345,Investment,upstox
IMPS/upstox/98765,Investment,upstox
IMPS/upstox/98765,Investment,upstox
upstox LIMITED,Investment,upstox
upstox LIMITED,Investment,upstox
upstox PAYMENT,Investment,upstox
upstox PAYMENT,Investment,upstox
UPI PAYMENT upstox,Investment,upstox
UPI PAYMENT upstox,Investment,upstox
upstox INDIA,Investment,upstox
upstox INDIA,Investment,upstox
TRANSFER upstox,Investment,upstox
TRANSFER upstox,Investment,upstox
upstox,Investment,upstox
upstox,Investment,upstox
UPI/angel one/12345,Investment,angel one
UPI/ngelone/12345,Investment,ngelone
IMPS/angel one/98765,Investment,angel one
IMPS/ngelone/98765,Investment,ngelone
angel one LIMITED,Investment,angel one
ngelone LIMITED,Investment,ngelone
angel one PAYMENT,Investment,angel one
ngelone PAYMENT,Investment,ngelone
UPI PAYMENT angel one,Investment,angel one
UPI PAYMENT ngelone,Investment,ngelone
angel one INDIA,Investment,angel one
ngelone INDIA,Investment,ngelone
TRANSFER angel one,Investment,angel one
TRANSFER ngelone,Investment,ngelone
angel one,Investment,angel one
ngelone,Investment,ngelone
UPI/coin/12345,Investment,coin
UPI/coin/12345,Investment,coin
IMPS/coin/98765,Investment,coin
IMPS/coin/98765,Investment,coin
coin LIMITED,Investment,coin
coin LIMITED,Investment,coin
coin PAYMENT,Investment,coin
coin PAYMENT,Investment,coin
UPI PAYMENT coin,Investment,coin
UPI PAYMENT coin,Investment,coin
coin INDIA,Investment,coin
coin INDIA,Investment,coin
TRANSFER coin,Investment,coin
TRANSFER coin,Investment,coin
coin,Investment,coin
coin,Investment,coin
UPI/kuvera/12345,Investment,kuvera
UPI/kuver/12345,Investment,kuver
IMPS/kuvera/98765,Investment,kuvera
IMPS/kuver/98765,Investment,kuver
kuvera LIMITED,Investment,kuvera
kuver LIMITED,Investment,kuver
kuvera PAYMENT,Investment,kuvera
kuver PAYMENT,Investment,kuver
UPI PAYMENT kuvera,Investment,kuvera
UPI PAYMENT kuver,Investment,kuver
kuvera INDIA,Investment,kuvera
kuver INDIA,Investment,kuver
TRANSFER kuvera,Investment,kuvera
TRANSFER kuver,Investment,kuver
kuvera,Investment,kuvera
kuver,Investment,kuver
UPI/indmoney/12345,Investment,indmoney
UPI/indmoney/12345,Investment,indmoney
IMPS/indmoney/98765,Investment,indmoney
IMPS/indmoney/98765,Investment,indmoney
indmoney LIMITED,Investment,indmoney
indmoney LIMITED,Investment,indmoney
indmoney PAYMENT,Investment,indmoney
indmoney PAYMENT,Investment,indmoney
UPI PAYMENT indmoney,Investment,indmoney
UPI PAYMENT indmoney,Investment,indmoney
indmoney INDIA,Investment,indmoney
indmoney INDIA,Investment,indmoney
TRANSFER indmoney,Investment,indmoney
TRANSFER indmoney,Investment,indmoney
indmoney,Investment,indmoney
indmoney,Investment,indmoney
UPI/paytm money/12345,Investment,paytm money
UPI/pytmmoney/12345,Investment,pytmmoney
IMPS/paytm money/98765,Investment,paytm money
IMPS/pytmmoney/98765,Investment,pytmmoney
paytm money LIMITED,Investment,paytm money
pytmmoney LIMITED,Investment,pytmmoney
paytm money PAYMENT,Investment,paytm money
pytmmoney PAYMENT,Investment,pytmmoney
UPI PAYMENT paytm money,Investment,paytm money
UPI PAYMENT pytmmoney,Investment,pytmmoney
paytm money INDIA,Investment,paytm money
pytmmoney INDIA,Investment,pytmmoney
TRANSFER paytm money,Investment,paytm money
TRANSFER pytmmoney,Investment,pytmmoney
paytm money,Investment,paytm money
pytmmoney,Investment,pytmmoney
UPI/epfo/12345,Investment,epfo
UPI/epfo/12345,Investment,epfo
IMPS/epfo/98765,Investment,epfo
IMPS/epfo/98765,Investment,epfo
epfo LIMITED,Investment,epfo
epfo LIMITED,Investment,epfo
epfo PAYMENT,Investment,epfo
epfo PAYMENT,Investment,epfo
UPI PAYMENT epfo,Investment,epfo
UPI PAYMENT epfo,Investment,epfo
epfo INDIA,Investment,epfo
epfo INDIA,Investment,epfo
TRANSFER epfo,Investment,epfo
TRANSFER epfo,Investment,epfo
epfo,Investment,epfo
epfo,Investment,epfo
UPI/ppf/12345,Investment,ppf
UPI/ppf/12345,Investment,ppf
IMPS/ppf/98765,Investment,ppf
IMPS/ppf/98765,Investment,ppf
ppf LIMITED,Investment,ppf
ppf LIMITED,Investment,ppf
ppf PAYMENT,Investment,ppf
ppf PAYMENT,Investment,ppf
UPI PAYMENT ppf,Investment,ppf
UPI PAYMENT ppf,Investment,ppf
ppf INDIA,Investment,ppf
ppf INDIA,Investment,ppf
TRANSFER ppf,Investment,ppf
TRANSFER ppf,Investment,ppf
ppf,Investment,ppf
ppf,Investment,ppf
UPI/sip/12345,Investment,sip
UPI/sip/12345,Investment,sip
IMPS/sip/98765,Investment,sip
IMPS/sip/98765,Investment,sip
sip LIMITED,Investment,sip
sip LIMITED,Investment,sip
sip PAYMENT,Investment,sip
sip PAYMENT,Investment,sip
UPI PAYMENT sip,Investment,sip
UPI PAYMENT sip,Investment,sip
sip INDIA,Investment,sip
sip INDIA,Investment,sip
TRANSFER sip,Investment,sip
TRANSFER sip,Investment,sip
sip,Investment,sip
sip,Investment,sip
UPI/icici direct/12345,Investment,icici direct
UPI/icicidirect/12345,Investment,icicidirect
IMPS/icici direct/98765,Investment,icici direct
IMPS/icicidirect/98765,Investment,icicidirect
icici direct LIMITED,Investment,icici direct
icicidirect LIMITED,Investment,icicidirect
icici direct PAYMENT,Investment,icici direct
icicidirect PAYMENT,Investment,icicidirect
UPI PAYMENT icici direct,Investment,icici direct
UPI PAYMENT icicidirect,Investment,icicidirect
icici direct INDIA,Investment,icici direct
icicidirect INDIA,Investment,icicidirect
TRANSFER icici direct,Investment,icici direct
TRANSFER icicidirect,Investment,icicidirect
icici direct,Investment,icici direct
icicidirect,Investment,icicidirect
UPI/hdfc sec/12345,Investment,hdfc sec
UPI/hdfcsec/12345,Investment,hdfcsec
IMPS/hdfc sec/98765,Investment,hdfc sec
IMPS/hdfcsec/98765,Investment,hdfcsec
hdfc sec LIMITED,Investment,hdfc sec
hdfcsec LIMITED,Investment,hdfcsec
hdfc sec PAYMENT,Investment,hdfc sec
hdfcsec PAYMENT,Investment,hdfcsec
UPI PAYMENT hdfc sec,Investment,hdfc sec
UPI PAYMENT hdfcsec,Investment,hdfcsec
hdfc sec INDIA,Investment,hdfc sec
hdfcsec INDIA,Investment,hdfcsec
TRANSFER hdfc sec,Investment,hdfc sec
TRANSFER hdfcsec,Investment,hdfcsec
hdfc sec,Investment,hdfc sec
hdfcsec,Investment,hdfcsec
UPI/sbi mutual fund/12345,Investment,sbi mutual fund
UPI/sbimutulfund/12345,Investment,sbimutulfund
IMPS/sbi mutual fund/98765,Investment,sbi mutual fund
IMPS/sbimutulfund/98765,Investment,sbimutulfund
sbi mutual fund LIMITED,Investment,sbi mutual fund
sbimutulfund LIMITED,Investment,sbimutulfund
sbi mutual fund PAYMENT,Investment,sbi mutual fund
sbimutulfund PAYMENT,Investment,sbimutulfund
UPI PAYMENT sbi mutual fund,Investment,sbi mutual fund
UPI PAYMENT sbimutulfund,Investment,sbimutulfund
sbi mutual fund INDIA,Investment,sbi mutual fund
sbimutulfund INDIA,Investment,sbimutulfund
TRANSFER sbi mutual fund,Investment,sbi mutual fund
TRANSFER sbimutulfund,Investment,sbimutulfund
sbi mutual fund,Investment,sbi mutual fund
sbimutulfund,Investment,sbimutulfund
