Date,transaction_statement,Credit,Debit,Balance,user_id,table_id,sl_no,predicted_category,prediction_source,confidence,Credit_Amt,Debit_Amt,Amount,is_anomaly,anomaly_reason,anomaly_method
2025-01-30,Fuel Payment,0.0,3268.14,141401.66,2,50,164,Other,ML (Low Confidence),0.21,0.0,3268.14,3268.14,False,,Machine Learning (Isolation Forest)
2025-03-14,Loan EMI,0.0,13034.57,908148.85,2,50,165,Other,ML (Low Confidence),0.21,0.0,13034.57,13034.57,False,,Machine Learning (Isolation Forest)
2025-04-17,Loan EMI,0.0,8643.66,1075422.34,2,50,166,Other,ML (Low Confidence),0.21,0.0,8643.66,8643.66,False,,Machine Learning (Isolation Forest)
2025-01-27,ATM Withdrawal,6111.68,0.0,127875.32,2,50,167,Other,Payment Type Rule,0.95,6111.68,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-08,ATM Withdrawal,0.0,12160.51,90628.58,2,50,168,Other,Payment Type Rule,0.95,0.0,12160.51,12160.51,False,,Machine Learning (Isolation Forest)
2025-03-30,Electricity Bill,22141.88,0.0,996401.48,2,50,169,Other,ML (Low Confidence),0.21,22141.88,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-19,Insurance Premium,0.0,4298.17,358197.22,2,50,170,Subscription,ML Model,0.46,0.0,4298.17,4298.17,False,,Machine Learning (Isolation Forest)
2025-02-07,Online Shopping,0.0,8986.49,121722.63,2,50,171,Other,ML (Low Confidence),0.21,0.0,8986.49,8986.49,False,,Machine Learning (Isolation Forest)
2025-06-07,Grocery Purchase,16641.84,0.0,529874.35,2,50,172,Shopping,Payment Type Rule,0.95,16641.84,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-16,Unexpected Large Credit,904972.81,0.0,-322984.21,2,50,173,Income,Payment Type Rule,0.95,904972.81,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-29,Electricity Bill,0.0,8779.39,404490.7,2,50,174,Other,ML (Low Confidence),0.21,0.0,8779.39,8779.39,False,,Machine Learning (Isolation Forest)
2025-04-25,Restaurant Bill,18660.16,0.0,384206.89,2,50,175,Other,ML (Low Confidence),0.21,18660.16,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-25,Cash Deposit,0.0,6806.04,604481.59,2,50,176,Income,Payment Type Rule,0.95,0.0,6806.04,6806.04,False,,Machine Learning (Isolation Forest)
2025-01-09,Fuel Payment,0.0,12083.06,763378.59,2,50,177,Other,ML (Low Confidence),0.21,0.0,12083.06,12083.06,False,,Machine Learning (Isolation Forest)
2025-07-01,Loan EMI,0.0,10439.85,615472.51,2,50,178,Other,ML (Low Confidence),0.21,0.0,10439.85,10439.85,False,,Machine Learning (Isolation Forest)
2025-05-25,Medical Expense,0.0,125.2,511640.9,2,50,179,Other,ML (Low Confidence),0.21,0.0,125.2,125.2,False,,Machine Learning (Isolation Forest)
2025-01-05,Restaurant Bill,3737.92,0.0,810459.41,2,50,180,Other,ML (Low Confidence),0.21,3737.92,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-26,UPI Transfer,22192.64,0.0,750603.23,2,50,181,Other,Payment Type Rule,0.95,22192.64,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-15,Mobile Recharge,22719.76,0.0,589270.84,2,50,182,Other,Payment Type Rule,0.95,22719.76,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-09,Electricity Bill,8549.71,0.0,832145.08,2,50,183,Other,ML (Low Confidence),0.21,8549.71,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-03,UPI Transfer,0.0,11838.64,791906.5,2,50,184,Other,Payment Type Rule,0.95,0.0,11838.64,11838.64,False,,Machine Learning (Isolation Forest)
2025-03-31,ATM Withdrawal,18983.68,0.0,1015385.16,2,50,185,Other,Payment Type Rule,0.95,18983.68,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-22,Restaurant Bill,0.0,9132.51,495088.11,2,50,186,Other,ML (Low Confidence),0.21,0.0,9132.51,9132.51,False,,Machine Learning (Isolation Forest)
2025-01-01,Fuel Payment,8068.86,0.0,800551.12,2,50,187,Other,ML (Low Confidence),0.21,8068.86,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-09,Fuel Payment,0.0,3720.66,209392.07,2,50,188,Other,ML (Low Confidence),0.21,0.0,3720.66,3720.66,False,,Machine Learning (Isolation Forest)
2025-07-30,Mobile Recharge,0.0,2600.06,712591.29,2,50,189,Other,Payment Type Rule,0.95,0.0,2600.06,2600.06,False,,Machine Learning (Isolation Forest)
2025-06-18,Insurance Premium,0.0,848.25,659079.22,2,50,190,Subscription,ML Model,0.46,0.0,848.25,848.25,False,,Machine Learning (Isolation Forest)
2025-06-30,Duplicate ATM Withdrawal,0.0,57419.07,1348806.37,2,50,191,Other,Payment Type Rule,0.95,0.0,57419.07,57419.07,False,,Machine Learning (Isolation Forest)
2025-01-11,Cash Deposit,0.0,14512.32,752814.82,2,50,192,Income,Payment Type Rule,0.95,0.0,14512.32,14512.32,False,,Machine Learning (Isolation Forest)
2025-02-05,Salary Credit,1739.17,0.0,781821.92,2,50,193,Income,Dictionary Rule,1.0,1739.17,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-09-30,Grocery Purchase,0.0,586.33,796978.72,2,50,194,Shopping,Payment Type Rule,0.95,0.0,586.33,586.33,False,,Machine Learning (Isolation Forest)
2025-04-20,UPI Transfer,0.0,3133.6,355063.62,2,50,195,Other,Payment Type Rule,0.95,0.0,3133.6,3133.6,False,,Machine Learning (Isolation Forest)
2025-09-06,Mobile Recharge,0.0,4219.84,741421.01,2,50,196,Other,Payment Type Rule,0.95,0.0,4219.84,4219.84,False,,Machine Learning (Isolation Forest)
2025-05-26,IMPS Payment,9423.43,0.0,521064.33,2,50,197,Other,Payment Type Rule,0.95,9423.43,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-03,ATM Withdrawal,14683.52,0.0,317387.22,2,50,198,Other,Payment Type Rule,0.95,14683.52,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-02,Grocery Purchase,15580.12,0.0,519876.34,2,50,199,Shopping,Payment Type Rule,0.95,15580.12,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-03,Grocery Purchase,2708.27,0.0,817958.95,2,50,200,Shopping,Payment Type Rule,0.95,2708.27,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-13,Travel Booking,12756.43,0.0,1052430.84,2,50,201,Other,ML (Low Confidence),0.21,12756.43,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-25,Loan EMI,0.0,4350.21,208831.2,2,50,202,Other,ML (Low Confidence),0.21,0.0,4350.21,4350.21,False,,Machine Learning (Isolation Forest)
2025-09-03,Salary Credit,18171.47,0.0,721747.51,2,50,203,Income,Dictionary Rule,1.0,18171.47,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-15,Travel Booking,22370.17,0.0,620155.48,2,50,204,Other,ML (Low Confidence),0.21,22370.17,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-13,Online Shopping,18099.47,0.0,603840.14,2,50,205,Other,ML (Low Confidence),0.21,18099.47,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-19,Salary Credit,11640.13,0.0,632079.37,2,50,206,Income,Dictionary Rule,1.0,11640.13,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-17,Fuel Payment,7333.74,0.0,728228.44,2,50,207,Other,ML (Low Confidence),0.21,7333.74,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-16,Electricity Bill,0.0,2188.72,181066.18,2,50,208,Other,ML (Low Confidence),0.21,0.0,2188.72,2188.72,False,,Machine Learning (Isolation Forest)
2025-04-24,Insurance Premium,0.0,11212.49,1068611.84,2,50,209,Subscription,ML Model,0.46,0.0,11212.49,11212.49,False,,Machine Learning (Isolation Forest)
2025-12-25,Mobile Recharge,0.0,4189.76,791509.76,2,50,210,Other,Payment Type Rule,0.95,0.0,4189.76,4189.76,False,,Machine Learning (Isolation Forest)
2025-09-08,Salary Credit,7758.04,0.0,734469.44,2,50,211,Income,Dictionary Rule,1.0,7758.04,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-30,Grocery Purchase,0.0,1998.94,402491.76,2,50,212,Shopping,Payment Type Rule,0.95,0.0,1998.94,1998.94,False,,Machine Learning (Isolation Forest)
2025-11-07,Grocery Purchase,0.0,7682.19,863226.61,2,50,213,Shopping,Payment Type Rule,0.95,0.0,7682.19,7682.19,False,,Machine Learning (Isolation Forest)
2025-10-27,Insurance Premium,0.0,6257.39,827284.64,2,50,214,Subscription,ML Model,0.46,0.0,6257.39,6257.39,False,,Machine Learning (Isolation Forest)
2025-09-13,Fuel Payment,0.0,7094.01,730381.54,2,50,215,Other,ML (Low Confidence),0.21,0.0,7094.01,7094.01,False,,Machine Learning (Isolation Forest)
2025-12-21,Travel Booking,24984.65,0.0,806480.25,2,50,216,Other,ML (Low Confidence),0.21,24984.65,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-04,Insurance Premium,0.0,1465.93,780082.75,2,50,217,Subscription,ML Model,0.46,0.0,1465.93,1465.93,False,,Machine Learning (Isolation Forest)
2025-08-14,Medical Expense,0.0,9277.09,732823.66,2,50,218,Other,ML (Low Confidence),0.21,0.0,9277.09,9277.09,False,,Machine Learning (Isolation Forest)
2025-12-20,Grocery Purchase,0.0,6906.85,781495.6,2,50,219,Shopping,Payment Type Rule,0.95,0.0,6906.85,6906.85,False,,Machine Learning (Isolation Forest)
2025-08-23,Restaurant Bill,0.0,8381.29,705607.63,2,50,220,Other,ML (Low Confidence),0.21,0.0,8381.29,8381.29,False,,Machine Learning (Isolation Forest)
2025-01-18,Insurance Premium,0.0,13737.31,728022.13,2,50,221,Subscription,ML Model,0.46,0.0,13737.31,13737.31,True,"ML flagged 13,737.31 as a highly irregular pattern for Subscription.",Machine Learning (Isolation Forest)
2025-10-02,Medical Expense,17340.93,0.0,803745.14,2,50,222,Other,ML (Low Confidence),0.21,17340.93,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-06,Electricity Bill,4244.61,0.0,130709.12,2,50,223,Other,ML (Low Confidence),0.21,4244.61,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-16,Online Shopping,2556.71,0.0,591827.55,2,50,224,Other,ML (Low Confidence),0.21,2556.71,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-20,Online Shopping,3155.86,0.0,515175.94,2,50,225,Other,ML (Low Confidence),0.21,3155.86,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-31,Medical Expense,15892.08,0.0,792482.26,2,50,226,Other,ML (Low Confidence),0.21,15892.08,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-09-02,Insurance Premium,0.0,4668.68,703576.04,2,50,227,Subscription,ML Model,0.46,0.0,4668.68,4668.68,False,,Machine Learning (Isolation Forest)
2025-03-16,Mobile Recharge,0.0,5339.53,927035.09,2,50,228,Other,Payment Type Rule,0.95,0.0,5339.53,5339.53,False,,Machine Learning (Isolation Forest)
2025-10-14,UPI Transfer,24989.52,0.0,831839.43,2,50,229,Other,Payment Type Rule,0.95,24989.52,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-01,Insurance Premium,0.0,1902.96,162420.84,2,50,230,Subscription,ML Model,0.46,0.0,1902.96,1902.96,False,,Machine Learning (Isolation Forest)
2025-04-22,Online Shopping,2761.31,0.0,350194.34,2,50,231,Other,ML (Low Confidence),0.21,2761.31,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-31,IMPS Payment,21357.89,0.0,287547.3,2,50,232,Other,Payment Type Rule,0.95,21357.89,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-13,Cash Deposit,0.0,13116.75,921183.42,2,50,233,Income,Payment Type Rule,0.95,0.0,13116.75,13116.75,False,,Machine Learning (Isolation Forest)
2025-01-07,Mobile Recharge,0.0,3384.57,102789.09,2,50,234,Other,Payment Type Rule,0.95,0.0,3384.57,3384.57,False,,Machine Learning (Isolation Forest)
2025-12-27,Medical Expense,0.0,12509.3,801810.58,2,50,235,Other,ML (Low Confidence),0.21,0.0,12509.3,12509.3,False,,Machine Learning (Isolation Forest)
2025-12-13,Insurance Premium,0.0,9333.68,815048.39,2,50,236,Subscription,ML Model,0.46,0.0,9333.68,9333.68,False,,Machine Learning (Isolation Forest)
2025-12-05,Loan EMI,0.0,14961.65,814910.17,2,50,237,Other,ML (Low Confidence),0.21,0.0,14961.65,14961.65,False,,Machine Learning (Isolation Forest)
2025-06-08,Cash Deposit,0.0,1491.47,528382.88,2,50,238,Income,Payment Type Rule,0.95,0.0,1491.47,1491.47,False,,Machine Learning (Isolation Forest)
2025-05-31,UPI Transfer,5200.08,0.0,514488.26,2,50,239,Other,Payment Type Rule,0.95,5200.08,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-27,Grocery Purchase,0.0,9438.55,616119.68,2,50,240,Shopping,Payment Type Rule,0.95,0.0,9438.55,9438.55,False,,Machine Learning (Isolation Forest)
2025-01-29,Insurance Premium,17411.88,0.0,774848.7,2,50,241,Subscription,ML Model,0.46,17411.88,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-04,Online Shopping,5567.44,0.0,614928.65,2,50,242,Other,ML (Low Confidence),0.21,5567.44,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-26,Restaurant Bill,2748.06,0.0,978663.09,2,50,243,Other,ML (Low Confidence),0.21,2748.06,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-11,Online Shopping,0.0,1622.93,104193.43,2,50,244,Other,ML (Low Confidence),0.21,0.0,1622.93,1622.93,False,,Machine Learning (Isolation Forest)
2025-01-16,Insurance Premium,0.0,1714.36,742232.31,2,50,245,Subscription,ML Model,0.46,0.0,1714.36,1714.36,False,,Machine Learning (Isolation Forest)
2025-04-14,Cash Deposit,0.0,9214.0,333947.27,2,50,246,Income,Payment Type Rule,0.95,0.0,9214.0,9214.0,False,,Machine Learning (Isolation Forest)
2025-03-23,ATM Withdrawal,4533.61,0.0,217232.94,2,50,247,Other,Payment Type Rule,0.95,4533.61,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-08,Fuel Payment,0.0,8978.74,112743.89,2,50,248,Other,ML (Low Confidence),0.21,0.0,8978.74,8978.74,False,,Machine Learning (Isolation Forest)
2025-11-11,Grocery Purchase,21668.66,0.0,881109.06,2,50,249,Shopping,Payment Type Rule,0.95,21668.66,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-06-17,Loan EMI,20200.69,0.0,659927.47,2,50,250,Other,ML (Low Confidence),0.21,20200.69,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-15,Fuel Payment,11187.38,0.0,1062444.3,2,50,251,Other,ML (Low Confidence),0.21,11187.38,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-24,Cash Deposit,0.0,4916.78,829916.52,2,50,252,Income,Payment Type Rule,0.95,0.0,4916.78,4916.78,False,,Machine Learning (Isolation Forest)
2025-04-20,Medical Expense,0.0,12497.19,1082683.26,2,50,253,Other,ML (Low Confidence),0.21,0.0,12497.19,12497.19,False,,Machine Learning (Isolation Forest)
2025-07-18,Salary Credit,6873.83,0.0,620439.24,2,50,254,Income,Dictionary Rule,1.0,6873.83,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-25,Travel Booking,0.0,12987.17,816929.35,2,50,255,Other,ML (Low Confidence),0.21,0.0,12987.17,12987.17,False,,Machine Learning (Isolation Forest)
2025-02-21,ATM Withdrawal,0.0,6924.83,882291.9,2,50,256,Other,Payment Type Rule,0.95,0.0,6924.83,6924.83,False,,Machine Learning (Isolation Forest)
2025-05-27,UPI Transfer,0.0,9385.02,511679.31,2,50,257,Other,Payment Type Rule,0.95,0.0,9385.02,9385.02,False,,Machine Learning (Isolation Forest)
2025-01-28,Grocery Purchase,0.0,14091.89,757436.82,2,50,258,Shopping,Payment Type Rule,0.95,0.0,14091.89,14091.89,False,,Machine Learning (Isolation Forest)
2025-05-28,Grocery Purchase,18133.98,0.0,529813.29,2,50,259,Shopping,Payment Type Rule,0.95,18133.98,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-24,Electricity Bill,4944.44,0.0,977051.85,2,50,260,Other,ML (Low Confidence),0.21,4944.44,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-15,Cash Deposit,0.0,8686.08,823153.35,2,50,261,Income,Payment Type Rule,0.95,0.0,8686.08,8686.08,False,,Machine Learning (Isolation Forest)
2025-05-04,Loan EMI,0.0,14610.17,413750.29,2,50,262,Other,ML (Low Confidence),0.21,0.0,14610.17,14610.17,False,,Machine Learning (Isolation Forest)
2025-01-04,Electricity Bill,0.0,11237.46,806721.49,2,50,263,Other,ML (Low Confidence),0.21,0.0,11237.46,11237.46,False,,Machine Learning (Isolation Forest)
2025-04-07,Grocery Purchase,16956.41,0.0,327431.1,2,50,264,Shopping,Payment Type Rule,0.95,16956.41,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-24,Loan EMI,6740.7,0.0,511766.1,2,50,265,Other,ML (Low Confidence),0.21,6740.7,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-28,Online Shopping,7708.77,0.0,719176.24,2,50,266,Other,ML (Low Confidence),0.21,7708.77,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-19,Grocery Purchase,0.0,1811.79,950772.42,2,50,267,Shopping,Payment Type Rule,0.95,0.0,1811.79,1811.79,False,,Machine Learning (Isolation Forest)
2025-04-08,Cash Deposit,0.0,4811.04,322620.06,2,50,268,Income,Payment Type Rule,0.95,0.0,4811.04,4811.04,False,,Machine Learning (Isolation Forest)
2025-02-12,Travel Booking,3193.2,0.0,856366.79,2,50,269,Other,ML (Low Confidence),0.21,3193.2,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-03,Salary Credit,16839.87,0.0,428360.46,2,50,270,Income,Dictionary Rule,1.0,16839.87,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-07-03,Online Shopping,0.0,8184.91,609361.21,2,50,271,Other,ML (Low Confidence),0.21,0.0,8184.91,8184.91,False,,Machine Learning (Isolation Forest)
2025-07-22,Restaurant Bill,0.0,388.81,623585.69,2,50,272,Other,ML (Low Confidence),0.21,0.0,388.81,388.81,False,,Machine Learning (Isolation Forest)
2025-09-04,Cash Deposit,18700.59,0.0,740448.1,2,50,273,Income,Payment Type Rule,0.95,18700.59,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-02,Grocery Purchase,17889.68,0.0,807552.67,2,50,274,Shopping,Payment Type Rule,0.95,17889.68,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-26,Restaurant Bill,16612.68,0.0,833542.03,2,50,275,Other,ML (Low Confidence),0.21,16612.68,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-18,Salary Credit,2309.62,0.0,798022.64,2,50,276,Income,Dictionary Rule,1.0,2309.62,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-22,IMPS Payment,0.0,14939.32,720987.54,2,50,277,Other,Payment Type Rule,0.95,0.0,14939.32,14939.32,False,,Machine Learning (Isolation Forest)
2025-01-31,UPI Transfer,0.0,1580.38,766542.35,2,50,278,Other,Payment Type Rule,0.95,0.0,1580.38,1580.38,False,,Machine Learning (Isolation Forest)
2025-10-12,ATM Withdrawal,0.0,9095.33,800741.26,2,50,279,Other,Payment Type Rule,0.95,0.0,9095.33,9095.33,False,,Machine Learning (Isolation Forest)
2025-05-06,Cash Deposit,24417.05,0.0,461348.55,2,50,280,Income,Payment Type Rule,0.95,24417.05,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-30,Medical Expense,0.0,8283.37,798200.17,2,50,281,Other,ML (Low Confidence),0.21,0.0,8283.37,8283.37,False,,Machine Learning (Isolation Forest)
2025-08-12,Online Shopping,0.0,10638.9,723622.77,2,50,282,Other,ML (Low Confidence),0.21,0.0,10638.9,10638.9,False,,Machine Learning (Isolation Forest)
2025-02-23,IMPS Payment,0.0,6451.48,900805.8,2,50,283,Other,Payment Type Rule,0.95,0.0,6451.48,6451.48,False,,Machine Learning (Isolation Forest)
2025-08-08,Online Shopping,9006.49,0.0,737350.18,2,50,284,Other,ML (Low Confidence),0.21,9006.49,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-05-10,Cash Deposit,7036.74,0.0,496972.52,2,50,285,Income,Payment Type Rule,0.95,7036.74,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-25,Salary Credit,22532.04,0.0,912623.06,2,50,286,Income,Dictionary Rule,1.0,22532.04,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-17,Electricity Bill,0.0,13749.48,821431.14,2,50,287,Other,ML (Low Confidence),0.21,0.0,13749.48,13749.48,False,,Machine Learning (Isolation Forest)
2025-03-21,UPI Transfer,15420.38,0.0,986469.72,2,50,288,Other,Payment Type Rule,0.95,15420.38,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-12,Online Shopping,0.0,1445.51,751369.31,2,50,289,Other,ML (Low Confidence),0.21,0.0,1445.51,1445.51,False,,Machine Learning (Isolation Forest)
2025-10-19,Online Shopping,12015.25,0.0,823888.1,2,50,290,Other,ML (Low Confidence),0.21,12015.25,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-12-22,Online Shopping,0.0,1689.13,804791.12,2,50,291,Other,ML (Low Confidence),0.21,0.0,1689.13,1689.13,False,,Machine Learning (Isolation Forest)
2025-10-22,Online Shopping,0.0,4394.45,823190.07,2,50,292,Other,ML (Low Confidence),0.21,0.0,4394.45,4394.45,False,,Machine Learning (Isolation Forest)
2025-02-01,UPI Transfer,0.0,8212.54,758329.81,2,50,293,Other,Payment Type Rule,0.95,0.0,8212.54,8212.54,False,,Machine Learning (Isolation Forest)
2025-12-07,Loan EMI,11370.12,0.0,837412.59,2,50,294,Other,ML (Low Confidence),0.21,11370.12,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-04-23,Salary Credit,0.0,756.89,349437.45,2,50,295,Income,Dictionary Rule,1.0,0.0,756.89,756.89,False,,Machine Learning (Isolation Forest)
2025-06-29,Salary Credit,7157.02,0.0,622022.2,2,50,296,Income,Dictionary Rule,1.0,7157.02,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-11-04,Medical Expense,24810.3,0.0,846393.13,2,50,297,Other,ML (Low Confidence),0.21,24810.3,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-09,IMPS Payment,2784.14,0.0,941710.34,2,50,298,Other,Payment Type Rule,0.95,2784.14,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-18,Duplicate ATM Withdrawal,0.0,142415.43,-1114427.19,2,50,299,Other,Payment Type Rule,0.95,0.0,142415.43,142415.43,False,,Machine Learning (Isolation Forest)
2025-09-19,Duplicate Withdrawal,0.0,743553.64,251946.68,2,50,300,Other,Payment Type Rule,0.95,0.0,743553.64,743553.64,True,"Suspicious transaction 743,553.64 (low-confidence categorization). ML flagged as irregular.",Machine Learning (Isolation Forest)
2025-02-27,Mobile Recharge,0.0,5775.48,908956.79,2,50,301,Other,Payment Type Rule,0.95,0.0,5775.48,5775.48,False,,Machine Learning (Isolation Forest)
2025-08-22,Loan EMI,0.0,13216.77,713988.92,2,50,302,Other,ML (Low Confidence),0.21,0.0,13216.77,13216.77,False,,Machine Learning (Isolation Forest)
2025-11-08,Fuel Payment,0.0,12537.39,850689.22,2,50,303,Other,ML (Low Confidence),0.21,0.0,12537.39,12537.39,False,,Machine Learning (Isolation Forest)
2025-06-14,Electricity Bill,0.0,6054.83,597785.31,2,50,304,Other,ML (Low Confidence),0.21,0.0,6054.83,6054.83,False,,Machine Learning (Isolation Forest)
2025-05-17,Online Shopping,0.0,9658.08,528875.37,2,50,305,Other,ML (Low Confidence),0.21,0.0,9658.08,9658.08,False,,Machine Learning (Isolation Forest)
2025-07-17,Electricity Bill,21737.86,0.0,613565.41,2,50,306,Other,ML (Low Confidence),0.21,21737.86,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-09-16,Online Shopping,20641.83,0.0,734054.5,2,50,307,Other,ML (Low Confidence),0.21,20641.83,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-08-21,Salary Credit,0.0,11987.7,727205.69,2,50,308,Income,Dictionary Rule,1.0,0.0,11987.7,11987.7,False,,Machine Learning (Isolation Forest)
2025-04-26,IMPS Payment,0.0,8457.51,375749.38,2,50,309,Other,Payment Type Rule,0.95,0.0,8457.51,8457.51,False,,Machine Learning (Isolation Forest)
2025-05-01,Cash Deposit,0.0,13494.82,388996.94,2,50,310,Income,Payment Type Rule,0.95,0.0,13494.82,13494.82,False,,Machine Learning (Isolation Forest)
2025-12-16,ATM Withdrawal,0.0,3904.37,809241.04,2,50,311,Other,Payment Type Rule,0.95,0.0,3904.37,3904.37,False,,Machine Learning (Isolation Forest)
2025-08-13,UPI Transfer,18477.98,0.0,742100.75,2,50,312,Other,Payment Type Rule,0.95,18477.98,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-07,Cash Deposit,2180.95,0.0,808728.98,2,50,313,Income,Payment Type Rule,0.95,2180.95,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-02,Grocery Purchase,0.0,1002.2,757327.61,2,50,314,Shopping,Payment Type Rule,0.95,0.0,1002.2,1002.2,False,,Machine Learning (Isolation Forest)
2025-05-08,Salary Credit,18545.83,0.0,501989.08,2,50,315,Income,Dictionary Rule,1.0,18545.83,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-10-13,UPI Transfer,6108.65,0.0,806849.91,2,50,316,Other,Payment Type Rule,0.95,6108.65,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-02-16,Loan EMI,0.0,7938.67,874085.7,2,50,317,Other,ML (Low Confidence),0.21,0.0,7938.67,7938.67,False,,Machine Learning (Isolation Forest)
2025-04-18,Electricity Bill,18689.21,0.0,362495.39,2,50,318,Other,ML (Low Confidence),0.21,18689.21,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-01-06,Medical Expense,0.0,8009.7,802449.71,2,50,319,Other,ML (Low Confidence),0.21,0.0,8009.7,8009.7,False,,Machine Learning (Isolation Forest)
2025-11-22,UPI Transfer,0.0,5852.57,829659.07,2,50,320,Other,Payment Type Rule,0.95,0.0,5852.57,5852.57,False,,Machine Learning (Isolation Forest)
2025-05-14,UPI Transfer,5961.63,0.0,504082.25,2,50,321,Other,Payment Type Rule,0.95,5961.63,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-29,Mobile Recharge,0.0,11674.85,974259.6,2,50,322,Other,Payment Type Rule,0.95,0.0,11674.85,11674.85,False,,Machine Learning (Isolation Forest)
2025-02-14,Cash Deposit,0.0,14581.13,96750.9,2,50,323,Income,Payment Type Rule,0.95,0.0,14581.13,14581.13,False,,Machine Learning (Isolation Forest)
2025-04-06,Grocery Purchase,0.0,7951.32,1001845.09,2,50,324,Shopping,Payment Type Rule,0.95,0.0,7951.32,7951.32,False,,Machine Learning (Isolation Forest)
2025-03-07,Insurance Premium,0.0,10067.77,194890.59,2,50,325,Subscription,ML Model,0.46,0.0,10067.77,10067.77,False,,Machine Learning (Isolation Forest)
2025-10-11,Loan EMI,22290.86,0.0,809836.59,2,50,326,Other,ML (Low Confidence),0.21,22290.86,0.0,0.0,False,,Machine Learning (Isolation Forest)
2025-03-27,Mobile Recharge,24233.38,0.0,230658.11,2,50,327,Other,Payment Type Rule,0.95,24233.38,0.0,0.0,False,,Machine Learning (Isolation Forest)
